timestamp,engine_id,mission_id,rpm,cht,egt,oil_pressure,oil_temperature,fuel_flow,vibration,battery_voltage,alternator_current,injection_timing,throttle,altitude,ambient_temperature,ambient_pressure,engine_load
2026-09-20T08:00:00Z,AEGIS-ENG-001,MSN-SYN-INJE,5649,144.0,822.4,4.42,107.7,28.5,3.52,28.1,41.7,25.7,100,1000,20.0,976,96.0
2026-09-20T08:00:01Z,AEGIS-ENG-001,MSN-SYN-INJE,5661,144.8,822.3,4.43,107.7,28.8,3.40,28.2,41.7,25.7,100,1025,20.0,975,96.0
2026-09-20T08:00:02Z,AEGIS-ENG-001,MSN-SYN-INJE,5666,146.3,820.9,4.43,108.6,29.0,3.54,28.2,41.0,25.7,100,1050,19.9,974,96.0
2026-09-20T08:00:03Z,AEGIS-ENG-001,MSN-SYN-INJE,5667,143.6,824.0,4.48,107.9,28.6,3.40,28.3,41.4,25.7,100,1075,19.9,973,96.0
2026-09-20T08:00:04Z,AEGIS-ENG-001,MSN-SYN-INJE,5659,144.7,822.5,4.48,109.1,28.6,3.51,28.3,41.4,25.7,100,1100,19.8,973,96.0
2026-09-20T08:00:05Z,AEGIS-ENG-001,MSN-SYN-INJE,5644,146.3,822.3,4.42,107.6,28.7,3.39,28.3,41.6,25.7,100,1125,19.8,972,96.0
2026-09-20T08:00:06Z,AEGIS-ENG-001,MSN-SYN-INJE,5667,144.6,821.3,4.46,107.5,28.8,3.42,28.2,41.4,25.7,100,1150,19.7,971,96.0
2026-09-20T08:00:07Z,AEGIS-ENG-001,MSN-SYN-INJE,5656,146.0,819.8,4.40,107.7,28.6,3.55,28.2,41.1,25.7,100,1175,19.7,970,96.0
2026-09-20T08:00:08Z,AEGIS-ENG-001,MSN-SYN-INJE,5630,143.4,824.2,4.46,108.3,28.6,3.38,28.2,41.7,25.7,100,1200,19.6,969,96.0
2026-09-20T08:00:09Z,AEGIS-ENG-001,MSN-SYN-INJE,5655,145.2,823.4,4.45,108.6,28.8,3.48,28.1,40.9,25.7,100,1225,19.6,968,96.0
2026-09-20T08:00:10Z,AEGIS-ENG-001,MSN-SYN-INJE,5665,144.8,819.6,4.50,108.8,28.8,3.44,28.2,41.4,25.7,100,1250,19.5,967,96.0
2026-09-20T08:00:11Z,AEGIS-ENG-001,MSN-SYN-INJE,5643,145.7,824.1,4.42,107.5,28.9,3.52,28.2,41.0,25.7,100,1275,19.5,966,96.0
2026-09-20T08:00:12Z,AEGIS-ENG-001,MSN-SYN-INJE,5656,145.5,821.6,4.47,108.9,29.0,3.39,28.2,41.0,25.7,100,1300,19.4,965,96.0
2026-09-20T08:00:13Z,AEGIS-ENG-001,MSN-SYN-INJE,5644,144.7,820.8,4.44,107.6,28.9,3.45,28.3,40.8,25.7,100,1325,19.4,964,96.0
2026-09-20T08:00:14Z,AEGIS-ENG-001,MSN-SYN-INJE,5665,144.1,820.6,4.46,108.5,29.0,3.55,28.3,41.6,25.7,100,1350,19.3,964,96.0
2026-09-20T08:00:15Z,AEGIS-ENG-001,MSN-SYN-INJE,5667,144.6,819.0,4.42,108.2,29.0,3.47,28.1,41.4,25.7,100,1375,19.3,963,96.0
2026-09-20T08:00:16Z,AEGIS-ENG-001,MSN-SYN-INJE,5634,144.9,820.1,4.44,109.2,28.7,3.47,28.1,41.7,25.7,100,1400,19.2,962,96.0
2026-09-20T08:00:17Z,AEGIS-ENG-001,MSN-SYN-INJE,5657,143.9,821.2,4.49,108.1,28.6,3.41,28.2,41.4,25.7,100,1425,19.2,961,96.0
2026-09-20T08:00:18Z,AEGIS-ENG-001,MSN-SYN-INJE,5636,146.1,820.4,4.44,107.3,28.9,3.40,28.3,41.4,25.7,100,1450,19.1,960,96.0
2026-09-20T08:00:19Z,AEGIS-ENG-001,MSN-SYN-INJE,5637,144.9,822.9,4.41,107.3,29.0,3.41,28.2,40.9,25.7,100,1475,19.1,959,96.0
2026-09-20T08:00:20Z,AEGIS-ENG-001,MSN-SYN-INJE,5636,145.1,822.7,4.49,107.6,29.1,3.44,28.2,40.8,25.7,100,1500,19.0,958,96.0
2026-09-20T08:00:21Z,AEGIS-ENG-001,MSN-SYN-INJE,5666,143.5,823.0,4.44,108.1,29.1,3.54,28.2,40.9,25.7,100,1525,19.0,957,96.0
2026-09-20T08:00:22Z,AEGIS-ENG-001,MSN-SYN-INJE,5637,145.3,820.2,4.49,107.7,28.5,3.50,28.3,41.1,25.7,100,1550,18.9,956,96.0
2026-09-20T08:00:23Z,AEGIS-ENG-001,MSN-SYN-INJE,5665,145.5,824.5,4.47,108.2,28.8,3.46,28.2,41.2,25.7,100,1575,18.9,956,96.0
2026-09-20T08:00:24Z,AEGIS-ENG-001,MSN-SYN-INJE,5647,143.4,823.7,4.44,108.6,28.9,3.54,28.3,41.2,25.7,100,1600,18.8,955,96.0
