timestamp,engine_id,mission_id,rpm,cht,egt,oil_pressure,oil_temperature,fuel_flow,vibration,battery_voltage,alternator_current,injection_timing,throttle,altitude,ambient_temperature,ambient_pressure,engine_load
2026-09-20T08:00:00Z,AEGIS-ENG-001,MSN-SYN-NORM,5658,146.3,822.7,4.48,107.4,28.7,3.44,28.2,41.0,25.7,100,1000,20.0,976,96.0
2026-09-20T08:00:01Z,AEGIS-ENG-001,MSN-SYN-NORM,5643,146.0,824.4,4.45,107.3,29.0,3.48,28.2,41.2,25.7,100,1025,20.0,975,96.0
2026-09-20T08:00:02Z,AEGIS-ENG-001,MSN-SYN-NORM,5635,144.3,822.0,4.44,109.1,28.6,3.49,28.2,41.7,25.7,100,1050,19.9,974,96.0
2026-09-20T08:00:03Z,AEGIS-ENG-001,MSN-SYN-NORM,5654,145.7,819.0,4.46,107.6,28.9,3.51,28.2,41.3,25.7,100,1075,19.9,973,96.0
2026-09-20T08:00:04Z,AEGIS-ENG-001,MSN-SYN-NORM,5634,145.1,819.2,4.44,108.8,28.8,3.42,28.3,41.8,25.7,100,1100,19.8,973,96.0
2026-09-20T08:00:05Z,AEGIS-ENG-001,MSN-SYN-NORM,5661,145.0,820.3,4.42,107.7,28.8,3.53,28.1,41.1,25.7,100,1125,19.8,972,96.0
2026-09-20T08:00:06Z,AEGIS-ENG-001,MSN-SYN-NORM,5667,143.5,818.7,4.44,107.6,28.5,3.47,28.1,41.2,25.7,100,1150,19.7,971,96.0
2026-09-20T08:00:07Z,AEGIS-ENG-001,MSN-SYN-NORM,5661,146.0,819.8,4.44,107.8,28.5,3.41,28.3,41.4,25.7,100,1175,19.7,970,96.0
2026-09-20T08:00:08Z,AEGIS-ENG-001,MSN-SYN-NORM,5632,143.8,819.7,4.44,108.2,29.0,3.38,28.3,41.4,25.7,100,1200,19.6,969,96.0
2026-09-20T08:00:09Z,AEGIS-ENG-001,MSN-SYN-NORM,5660,146.0,820.8,4.40,108.3,28.5,3.49,28.1,40.8,25.7,100,1225,19.6,968,96.0
2026-09-20T08:00:10Z,AEGIS-ENG-001,MSN-SYN-NORM,5636,146.2,823.7,4.39,108.4,28.9,3.51,28.2,41.2,25.7,100,1250,19.5,967,96.0
2026-09-20T08:00:11Z,AEGIS-ENG-001,MSN-SYN-NORM,5660,144.2,822.7,4.49,108.1,29.1,3.54,28.2,41.6,25.7,100,1275,19.5,966,96.0
2026-09-20T08:00:12Z,AEGIS-ENG-001,MSN-SYN-NORM,5663,145.1,821.4,4.44,107.3,28.5,3.49,28.2,41.1,25.7,100,1300,19.4,965,96.0
2026-09-20T08:00:13Z,AEGIS-ENG-001,MSN-SYN-NORM,5634,144.7,822.8,4.49,107.7,28.8,3.52,28.3,41.3,25.7,100,1325,19.4,964,96.0
2026-09-20T08:00:14Z,AEGIS-ENG-001,MSN-SYN-NORM,5670,143.7,820.6,4.46,109.1,28.8,3.50,28.3,41.4,25.7,100,1350,19.3,964,96.0
2026-09-20T08:00:15Z,AEGIS-ENG-001,MSN-SYN-NORM,5647,145.8,819.8,4.49,108.4,29.0,3.48,28.3,41.1,25.7,100,1375,19.3,963,96.0
2026-09-20T08:00:16Z,AEGIS-ENG-001,MSN-SYN-NORM,5630,144.3,822.2,4.49,107.7,28.8,3.37,28.2,41.1,25.7,100,1400,19.2,962,96.0
2026-09-20T08:00:17Z,AEGIS-ENG-001,MSN-SYN-NORM,5649,144.7,822.7,4.49,108.0,28.8,3.44,28.2,41.2,25.7,100,1425,19.2,961,96.0
2026-09-20T08:00:18Z,AEGIS-ENG-001,MSN-SYN-NORM,5651,143.2,823.5,4.49,107.2,28.6,3.51,28.1,41.5,25.7,100,1450,19.1,960,96.0
2026-09-20T08:00:19Z,AEGIS-ENG-001,MSN-SYN-NORM,5653,143.8,823.0,4.42,108.1,28.7,3.40,28.2,41.7,25.7,100,1475,19.1,959,96.0
2026-09-20T08:00:20Z,AEGIS-ENG-001,MSN-SYN-NORM,5640,145.2,819.3,4.46,107.6,28.6,3.43,28.1,41.7,25.7,100,1500,19.0,958,96.0
2026-09-20T08:00:21Z,AEGIS-ENG-001,MSN-SYN-NORM,5650,144.1,822.8,4.44,108.5,28.8,3.44,28.2,40.8,25.7,100,1525,19.0,957,96.0
2026-09-20T08:00:22Z,AEGIS-ENG-001,MSN-SYN-NORM,5648,144.9,820.1,4.42,108.8,28.8,3.37,28.2,41.0,25.7,100,1550,18.9,956,96.0
2026-09-20T08:00:23Z,AEGIS-ENG-001,MSN-SYN-NORM,5633,143.9,823.6,4.42,107.8,28.8,3.49,28.2,40.9,25.7,100,1575,18.9,956,96.0
2026-09-20T08:00:24Z,AEGIS-ENG-001,MSN-SYN-NORM,5665,145.5,820.5,4.45,108.2,29.0,3.53,28.1,41.0,25.7,100,1600,18.8,955,96.0
2026-09-20T08:00:25Z,AEGIS-ENG-001,MSN-SYN-NORM,5631,145.1,820.5,4.42,108.6,29.0,3.52,28.2,40.8,25.7,100,1625,18.8,954,96.0
2026-09-20T08:00:26Z,AEGIS-ENG-001,MSN-SYN-NORM,5667,145.2,824.1,4.48,108.4,28.8,3.40,28.3,41.3,25.7,100,1650,18.7,953,96.0
2026-09-20T08:00:27Z,AEGIS-ENG-001,MSN-SYN-NORM,5666,143.7,821.9,4.49,107.3,28.8,3.47,28.2,41.3,25.7,100,1675,18.7,952,96.0
2026-09-20T08:00:28Z,AEGIS-ENG-001,MSN-SYN-NORM,5657,143.4,819.5,4.48,108.4,28.7,3.47,28.2,41.5,25.7,100,1700,18.6,951,96.0
