timestamp,engine_id,mission_id,rpm,cht,egt,oil_pressure,oil_temperature,fuel_flow,vibration,battery_voltage,alternator_current,injection_timing,throttle,altitude,ambient_temperature,ambient_pressure,engine_load
2026-09-20T08:00:00Z,AEGIS-ENG-001,MSN-SYN-MISF,5656,143.7,822.6,4.49,108.7,28.8,3.40,28.3,41.0,25.7,100,1000,20.0,976,96.0
2026-09-20T08:00:01Z,AEGIS-ENG-001,MSN-SYN-MISF,5643,145.2,819.8,4.48,108.7,28.6,3.43,28.3,41.6,25.7,100,1025,20.0,975,96.0
2026-09-20T08:00:02Z,AEGIS-ENG-001,MSN-SYN-MISF,5650,145.1,821.1,4.41,109.0,28.8,3.46,28.1,41.5,25.7,100,1050,19.9,974,96.0
2026-09-20T08:00:03Z,AEGIS-ENG-001,MSN-SYN-MISF,5645,145.7,821.5,4.40,108.3,28.9,3.47,28.2,41.4,25.7,100,1075,19.9,973,96.0
2026-09-20T08:00:04Z,AEGIS-ENG-001,MSN-SYN-MISF,5631,144.2,818.7,4.44,108.2,29.0,3.56,28.1,41.1,25.7,100,1100,19.8,973,96.0
2026-09-20T08:00:05Z,AEGIS-ENG-001,MSN-SYN-MISF,5637,144.9,819.0,4.50,107.6,28.7,3.41,28.2,41.6,25.7,100,1125,19.8,972,96.0
2026-09-20T08:00:06Z,AEGIS-ENG-001,MSN-SYN-MISF,5637,145.0,823.7,4.47,108.9,28.6,3.45,28.3,41.7,25.7,100,1150,19.7,971,96.0
2026-09-20T08:00:07Z,AEGIS-ENG-001,MSN-SYN-MISF,5631,144.4,818.7,4.49,108.7,28.8,3.53,28.1,40.9,25.7,100,1175,19.7,970,96.0
2026-09-20T08:00:08Z,AEGIS-ENG-001,MSN-SYN-MISF,5649,145.2,821.8,4.42,107.3,28.8,3.51,28.1,40.9,25.7,100,1200,19.6,969,96.0
2026-09-20T08:00:09Z,AEGIS-ENG-001,MSN-SYN-MISF,5661,143.7,823.9,4.50,108.9,28.5,3.51,28.2,41.6,25.7,100,1225,19.6,968,96.0
2026-09-20T08:00:10Z,AEGIS-ENG-001,MSN-SYN-MISF,5653,144.8,821.8,4.50,108.5,29.0,3.38,28.2,40.9,25.7,100,1250,19.5,967,96.0
2026-09-20T08:00:11Z,AEGIS-ENG-001,MSN-SYN-MISF,5643,145.7,821.2,4.45,108.0,29.1,3.51,28.3,40.9,25.7,100,1275,19.5,966,96.0
2026-09-20T08:00:12Z,AEGIS-ENG-001,MSN-SYN-MISF,5632,144.4,822.1,4.43,108.1,28.8,3.56,28.2,41.1,25.7,100,1300,19.4,965,96.0
2026-09-20T08:00:13Z,AEGIS-ENG-001,MSN-SYN-MISF,5655,145.7,820.8,4.49,109.0,28.6,3.45,28.3,41.1,25.7,100,1325,19.4,964,96.0
2026-09-20T08:00:14Z,AEGIS-ENG-001,MSN-SYN-MISF,5637,143.4,823.2,4.47,108.4,28.8,3.51,28.2,41.6,25.7,100,1350,19.3,964,96.0
2026-09-20T08:00:15Z,AEGIS-ENG-001,MSN-SYN-MISF,5655,144.3,822.4,4.51,107.8,28.6,3.55,28.2,41.5,25.7,100,1375,19.3,963,96.0
2026-09-20T08:00:16Z,AEGIS-ENG-001,MSN-SYN-MISF,5661,143.6,819.7,4.51,108.4,28.9,3.55,28.1,40.9,25.7,100,1400,19.2,962,96.0
2026-09-20T08:00:17Z,AEGIS-ENG-001,MSN-SYN-MISF,5635,144.9,821.0,4.46,108.1,28.9,3.53,28.2,41.5,25.7,100,1425,19.2,961,96.0
2026-09-20T08:00:18Z,AEGIS-ENG-001,MSN-SYN-MISF,5645,144.9,819.7,4.44,109.0,29.1,3.53,28.1,41.2,25.7,100,1450,19.1,960,96.0
2026-09-20T08:00:19Z,AEGIS-ENG-001,MSN-SYN-MISF,5654,145.4,819.8,4.46,107.6,29.0,3.54,28.2,40.8,25.7,100,1475,19.1,959,96.0
2026-09-20T08:00:20Z,AEGIS-ENG-001,MSN-SYN-MISF,5667,143.5,819.3,4.52,107.6,28.9,3.51,28.2,41.6,25.7,100,1500,19.0,958,96.0
2026-09-20T08:00:21Z,AEGIS-ENG-001,MSN-SYN-MISF,5633,144.8,823.3,4.42,109.0,29.1,3.37,28.2,41.7,25.7,100,1525,19.0,957,96.0
2026-09-20T08:00:22Z,AEGIS-ENG-001,MSN-SYN-MISF,5653,143.7,824.5,4.51,107.5,29.1,3.48,28.2,41.7,25.7,100,1550,18.9,956,96.0
2026-09-20T08:00:23Z,AEGIS-ENG-001,MSN-SYN-MISF,5634,144.4,822.0,4.43,109.2,28.9,3.51,28.2,41.4,25.7,100,1575,18.9,956,96.0
2026-09-20T08:00:24Z,AEGIS-ENG-001,MSN-SYN-MISF,5652,145.2,822.7,4.48,107.3,28.9,3.51,28.2,40.8,25.7,100,1600,18.8,955,96.0
2026-09-20T08:00:25Z,AEGIS-ENG-001,MSN-SYN-MISF,5651,144.3,821.1,4.49,108.6,28.6,3.45,28.2,40.9,25.7,100,1625,18.8,954,96.0
2026-09-20T08:00:26Z,AEGIS-ENG-001,MSN-SYN-MISF,5640,144.7,821.1,4.48,108.4,28.6,3.46,28.3,41.6,25.7,100,1650,18.7,953,96.0
2026-09-20T08:00:27Z,AEGIS-ENG-001,MSN-SYN-MISF,5645,145.2,819.3,4.43,108.9,28.7,3.45,28.2,41.0,25.7,100,1675,18.7,952,96.0
2026-09-20T08:00:28Z,AEGIS-ENG-001,MSN-SYN-MISF,5656,143.5,818.6,4.46,107.3,28.8,3.45,28.2,41.6,25.7,100,1700,18.6,951,96.0
2026-09-20T08:00:29Z,AEGIS-ENG-001,MSN-SYN-MISF,5650,143.5,823.3,4.43,108.6,28.7,3.53,28.2,41.6,25.7,100,1725,18.6,950,96.0
2026-09-20T08:00:30Z,AEGIS-ENG-001,MSN-SYN-MISF,5644,145.6,823.3,4.43,108.5,28.6,3.38,28.2,41.1,25.7,100,1750,18.5,949,96.0
2026-09-20T08:00:31Z,AEGIS-ENG-001,MSN-SYN-MISF,5632,145.1,819.7,4.45,107.5,29.0,3.56,28.3,41.3,25.7,100,1775,18.5,949,96.0
2026-09-20T08:00:32Z,AEGIS-ENG-001,MSN-SYN-MISF,5645,144.0,820.8,4.48,108.2,28.7,3.53,28.2,40.8,25.7,100,1800,18.4,948,96.0
2026-09-20T08:00:33Z,AEGIS-ENG-001,MSN-SYN-MISF,5663,143.8,822.1,4.48,107.3,28.8,3.48,28.2,41.4,25.7,100,1825,18.4,947,96.0
2026-09-20T08:00:34Z,AEGIS-ENG-001,MSN-SYN-MISF,5649,145.7,819.1,4.40,108.1,29.0,3.51,28.2,41.4,25.7,100,1850,18.3,946,96.0
2026-09-20T08:00:35Z,AEGIS-ENG-001,MSN-SYN-MISF,5635,143.7,819.7,4.41,107.9,28.8,3.47,28.3,41.6,25.7,100,1875,18.3,945,96.0
2026-09-20T08:00:36Z,AEGIS-ENG-001,MSN-SYN-MISF,5634,144.6,821.2,4.45,108.9,28.5,3.38,28.3,41.4,25.7,100,1900,18.2,944,96.0
2026-09-20T08:00:37Z,AEGIS-ENG-001,MSN-SYN-MISF,5640,145.7,822.5,4.43,108.7,29.0,3.46,28.2,41.1,25.7,100,1925,18.2,943,96.0
2026-09-20T08:00:38Z,AEGIS-ENG-001,MSN-SYN-MISF,5643,145.1,822.0,4.41,107.8,28.5,3.42,28.2,41.2,25.7,100,1950,18.1,942,96.0
2026-09-20T08:00:39Z,AEGIS-ENG-001,MSN-SYN-MISF,5666,143.6,821.4,4.52,107.7,28.7,3.51,28.1,41.1,25.7,100,1975,18.1,942,96.0
