timestamp,engine_id,mission_id,rpm,cht,egt,oil_pressure,oil_temperature,fuel_flow,vibration,battery_voltage,alternator_current,injection_timing,throttle,altitude,ambient_temperature,ambient_pressure,engine_load
2026-09-20T08:00:00Z,AEGIS-ENG-001,MSN-SYN-SENS,5638,144.0,821.3,4.48,109.0,28.9,3.37,28.1,41.6,25.7,100,1000,20.0,976,96.0
2026-09-20T08:00:01Z,AEGIS-ENG-001,MSN-SYN-SENS,5661,145.3,821.1,4.50,107.9,28.6,3.49,28.1,41.0,25.7,100,1025,20.0,975,96.0
2026-09-20T08:00:02Z,AEGIS-ENG-001,MSN-SYN-SENS,5655,145.7,818.7,4.48,107.8,29.0,3.47,28.3,41.3,25.7,100,1050,19.9,974,96.0
2026-09-20T08:00:03Z,AEGIS-ENG-001,MSN-SYN-SENS,5662,145.9,819.0,4.43,107.3,28.8,3.44,28.1,41.7,25.7,100,1075,19.9,973,96.0
2026-09-20T08:00:04Z,AEGIS-ENG-001,MSN-SYN-SENS,5638,144.7,821.5,4.48,109.1,28.5,3.38,28.2,41.7,25.7,100,1100,19.8,973,96.0
2026-09-20T08:00:05Z,AEGIS-ENG-001,MSN-SYN-SENS,5661,145.0,819.1,4.45,107.3,28.5,3.41,28.1,41.3,25.7,100,1125,19.8,972,96.0
2026-09-20T08:00:06Z,AEGIS-ENG-001,MSN-SYN-SENS,5665,145.3,818.8,4.45,108.7,28.8,3.54,28.2,41.1,25.7,100,1150,19.7,971,96.0
2026-09-20T08:00:07Z,AEGIS-ENG-001,MSN-SYN-SENS,5641,145.1,822.7,4.42,108.6,28.5,3.50,28.1,40.8,25.7,100,1175,19.7,970,96.0
2026-09-20T08:00:08Z,AEGIS-ENG-001,MSN-SYN-SENS,5654,144.6,820.5,4.47,108.9,28.6,3.42,28.1,41.0,25.7,100,1200,19.6,969,96.0
2026-09-20T08:00:09Z,AEGIS-ENG-001,MSN-SYN-SENS,5640,145.0,823.0,4.48,107.9,28.9,3.40,28.2,41.4,25.7,100,1225,19.6,968,96.0
2026-09-20T08:00:10Z,AEGIS-ENG-001,MSN-SYN-SENS,5639,144.8,823.5,4.50,109.0,28.5,3.49,28.1,41.3,25.7,100,1250,19.5,967,96.0
2026-09-20T08:00:11Z,AEGIS-ENG-001,MSN-SYN-SENS,5637,144.1,820.8,4.42,108.9,29.1,3.38,28.1,41.2,25.7,100,1275,19.5,966,96.0
2026-09-20T08:00:12Z,AEGIS-ENG-001,MSN-SYN-SENS,5652,144.7,824.1,4.50,107.4,28.9,3.37,28.2,41.3,25.7,100,1300,19.4,965,96.0
2026-09-20T08:00:13Z,AEGIS-ENG-001,MSN-SYN-SENS,5655,145.0,821.1,4.50,107.3,28.9,3.56,28.1,41.3,25.7,100,1325,19.4,964,96.0
2026-09-20T08:00:14Z,AEGIS-ENG-001,MSN-SYN-SENS,5650,145.6,818.7,4.45,108.3,29.0,3.54,28.1,41.1,25.7,100,1350,19.3,964,96.0
2026-09-20T08:00:15Z,AEGIS-ENG-001,MSN-SYN-SENS,5665,145.1,824.2,4.43,107.3,28.7,3.44,28.2,41.6,25.7,100,1375,19.3,963,96.0
2026-09-20T08:00:16Z,AEGIS-ENG-001,MSN-SYN-SENS,5662,144.9,823.6,4.41,108.6,28.7,3.44,28.2,41.2,25.7,100,1400,19.2,962,96.0
